_ID, TimeSt,Country,Province,City,Latitude,Longitude
4520149,2017-06-21 2:00,CA,ON,Guelph,43.5776,-80.2201
4520192,2017-06-21 18:00,CA,ON,Guelph,43.5776,-80.2201
4520202,2017-06-21 17:00,CA,ON,Windsor,42.2654,-83.0261
4520296,2017-06-21 6:00,CA,ON,London,43.0091,-81.1765
4520345,2017-06-21 22:00,CA,ON,Windsor,42.2654,-83.0261
4520349,2017-06-21 9:00,CA,ON,Kitchener,43.4553,-80.4845
4520395,2017-06-21 2:00,CA,ON,Kitchener,43.4397,-80.434
4520446,2017-06-21 12:00,CA,ON,London,43.0061,-81.2962
4520494,2017-06-21 22:00,CA,ON,Windsor,42.2654,-83.0261
4520587,2017-06-21 1:00,CA,ON,Chatham,42.3778,-82.1897
4520685,2017-06-21 13:00,CA,ON,Kitchener,43.4193,-80.3826
4520740,2017-06-21 7:00,CA,ON,Kitchener,43.4193,-80.3826
4520751,2017-06-21 20:00,CA,ON,London,42.993,-81.169
4520821,2017-06-21 7:00,CA,ON,Sarnia,42.96866,-82.40455
4520907,2017-06-21 12:00,CA,ON,London,43.0091,-81.1765
4520995,2017-06-21 5:00,CA,ON,London,43.0091,-81.1765
4521090,2017-06-21 18:00,CA,ON,Windsor,42.2545,-82.9809
4521119,2017-06-21 18:00,CA,ON,Kitchener,43.4381,-80.5099
4521184,2017-06-21 2:00,CA,ON,London,42.9923,-81.2531
4521232,2017-06-21 18:00,CA,ON,Windsor,42.2545,-82.9809
4521259,2017-06-21 14:00,CA,ON,London,43.0061,-81.2962
4521353,2017-06-21 13:00,CA,ON,Windsor,42.3159,-83.0311
4521387,2017-06-21 22:00,CA,ON,Kitchener,43.4453,-80.4905
4521468,2017-06-21 11:00,CA,ON,Kitchener,43.4453,-80.4905
4521539,2017-06-21 6:00,CA,ON,Kitchener,43.4553,-80.4845
4521574,2017-06-21 0:00,CA,ON,Brantford,43.1508,-80.2094
4521618,2017-06-21 15:00,CA,ON,Cambridge,43.3653,-80.3066
4521682,2017-06-21 20:00,CA,ON,London,42.9611,-81.2431
4521726,2017-06-21 1:00,CA,ON,Cambridge,43.3653,-80.3066
4521780,2017-06-21 21:00,CA,ON,Cambridge,43.3653,-80.3066
4521790,2017-06-21 3:00,CA,ON,Kitchener,43.4397,-80.434
4521875,2017-06-21 17:00,CA,ON,Kitchener,43.4397,-80.434
4521970,2017-06-21 5:00,CA,ON,Kitchener,43.4397,-80.434
4521978,2017-06-21 13:00,CA,ON,London,42.9529,-81.3239
4522004,2017-06-21 14:00,CA,ON,Guelph,43.5776,-80.2201
4522040,2017-06-21 20:00,CA,ON,Kitchener,43.4397,-80.434
4522138,2017-06-21 14:00,CA,ON,Guelph,43.5776,-80.2201
4522160,2017-06-21 16:00,CA,ON,Cambridge,43.3653,-80.3066
4522231,2017-06-21 0:00,CA,ON,Chatham,42.4247,-82.1755
4522296,2017-06-21 9:00,CA,ON,Goderich,43.7479,-81.702
4522376,2017-06-21 0:00,CA,ON,Waterloo,43.4634,-80.5201
4522431,2017-06-21 20:00,CA,ON,London,43.0004,-81.2343
4522487,2017-06-21 10:00,CA,ON,Waterloo,43.4737,-80.5309
4522500,2017-06-21 17:00,CA,ON,Brantford,43.1772,-80.248
4522528,2017-06-21 13:00,CA,ON,Woodstock,43.1327,-80.7449
4522564,2017-06-21 3:00,CA,ON,Woodstock,43.1327,-80.7449
4522656,2017-06-21 7:00,CA,ON,Waterloo,43.499,-80.5063
4522680,2017-06-21 2:00,CA,ON,Chatham,42.4247,-82.1755
4522747,2017-06-21 8:00,CA,ON,Waterloo,43.4634,-80.5201
4522806,2017-06-21 21:00,CA,ON,Waterloo,43.4634,-80.5201
4522855,2017-06-21 12:00,CA,ON,Kitchener,43.4134,-80.496
4522895,2017-06-21 22:00,CA,ON,Kitchener,43.4397,-80.434
4522945,2017-06-21 1:00,CA,ON,Kitchener,43.4397,-80.434
4522946,2017-06-21 19:00,CA,ON,Chatham,42.4247,-82.1755
4523019,2017-06-21 12:00,CA,ON,Kitchener,43.4553,-80.4845
4523104,2017-06-21 18:00,CA,ON,London,42.9611,-81.2431
4523121,2017-06-21 18:00,CA,ON,Windsor,42.2654,-83.0261
4523184,2017-06-21 18:00,CA,ON,London,42.9611,-81.2431
4523251,2017-06-21 19:00,CA,ON,Guelph,43.5425,-80.2676
4523347,2017-06-21 15:00,CA,ON,Kitchener,43.4397,-80.434
4523389,2017-06-21 11:00,CA,ON,Kitchener,43.4397,-80.434
4523439,2017-06-21 19:00,CA,ON,Guelph,43.5544,-80.2969
4523455,2017-06-21 0:00,CA,ON,London,43.0091,-81.1765
4523508,2017-06-21 4:00,CA,ON,London,43.0091,-81.1765
4523561,2017-06-21 20:00,CA,ON,London,43.0061,-81.2962
4523593,2017-06-21 17:00,CA,ON,Cambridge,43.3677,-80.338
4523685,2017-06-21 20:00,CA,ON,London,43.0061,-81.2962
4523720,2017-06-21 5:00,CA,ON,Guelph,43.5776,-80.2201
4523782,2017-06-21 11:00,CA,ON,Guelph,43.5215,-80.2338
4523866,2017-06-21 16:00,CA,ON,Waterloo,43.4737,-80.5309
4523953,2017-06-21 18:00,CA,ON,London,43.0061,-81.2962
4523994,2017-06-21 4:00,CA,ON,London,43.0061,-81.2962
4524010,2017-06-21 9:00,CA,ON,Windsor,42.2654,-83.0261
4524024,2017-06-21 18:00,CA,ON,Cambridge,43.4471,-80.0828
4524055,2017-06-21 10:00,CA,ON,Cambridge,43.4471,-80.0828
4524106,2017-06-21 12:00,CA,ON,Windsor,42.2654,-83.0261
4524183,2017-06-21 12:00,CA,ON,Windsor,42.2654,-83.0261
4524225,2017-06-21 22:00,CA,ON,Woodstock,43.13375,-80.74328
4524238,2017-06-21 3:00,CA,ON,London,42.9923,-81.2531
4524303,2017-06-21 11:00,CA,ON,Chatham,42.3778,-82.1897
4524358,2017-06-21 3:00,CA,ON,London,42.9832,-81.2847
4524446,2017-06-21 21:00,CA,ON,Kitchener,43.391,-80.441
4524506,2017-06-21 18:00,CA,ON,Kitchener,43.4233,-80.5383
4524565,2017-06-21 13:00,CA,ON,Kitchener,43.4233,-80.5383
4524580,2017-06-21 17:00,CA,ON,Kitchener,43.4284,-80.4311
4524615,2017-06-21 1:00,CA,ON,Kitchener,43.4381,-80.5099
4524646,2017-06-21 15:00,CA,ON,Brantford,43.1772,-80.248
4524688,2017-06-21 22:00,CA,ON,Kitchener,43.4381,-80.5099
4524714,2017-06-21 19:00,CA,ON,Cambridge,43.4471,-80.0828
4524786,2017-06-21 6:00,CA,ON,Windsor,42.3159,-83.0311
4524796,2017-06-21 10:00,CA,ON,Kitchener,43.4134,-80.496
4524844,2017-06-21 21:00,CA,ON,Windsor,42.3265,-82.9119
4524928,2017-06-21 1:00,CA,ON,Kitchener,43.44144,-80.50167
4524939,2017-06-21 14:00,CA,ON,Kitchener,43.4453,-80.4905
4524947,2017-06-21 0:00,CA,ON,Kitchener,43.4306,-80.4877
4524955,2017-06-21 17:00,CA,ON,Guelph,43.5776,-80.2201
4525025,2017-06-21 19:00,CA,ON,Sarnia,42.9864,-82.3638
4525101,2017-06-21 9:00,CA,SK,Saskatoon,52.1225,-106.72488
4525142,2017-06-21 8:00,CA,ON,Brampton,43.78,-79.74
4525216,2017-06-21 1:00,CA,ON,Kitchener,43.4631,-80.4493
4525261,2017-06-21 15:00,CA,ON,London,42.9923,-81.2531
4525324,2017-06-21 8:00,CA,ON,Waterloo,43.4634,-80.5201
4525348,2017-06-21 1:00,CA,ON,Kitchener,43.4631,-80.4493
4525382,2017-06-21 21:00,CA,ON,Windsor,42.3297,-82.9482
4525479,2017-06-21 10:00,CA,AB,Edmonton,53.42688,-113.47175
4525558,2017-06-21 14:00,CA,SK,Saskatoon,52.1225,-106.72488
4525589,2017-06-21 7:00,CA,AB,Calgary,51.1414,-114.076
4525612,2017-06-21 8:00,CA,AB,Edmonton,53.587,-113.441
4525657,2017-06-21 7:00,CA,AB,Calgary,51.1414,-114.076
4525746,2017-06-21 21:00,CA,ON,Waterloo,43.4678,-80.584
4525757,2017-06-21 14:00,CA,ON,Guelph,43.5776,-80.2201
4525800,2017-06-21 2:00,CA,ON,Ancaster,43.208,-79.9652
4525862,2017-06-21 10:00,CA,ON,Burlington,43.3889,-79.7682
4525869,2017-06-21 3:00,CA,AB,Edmonton,53.61601,-113.45364
4525953,2017-06-21 10:00,CA,ON,Burlington,43.3889,-79.7682
4526024,2017-06-21 13:00,CA,AB,Calgary,51.0419,-114.2
4526111,2017-06-21 13:00,CA,AB,Lethbridge,49.6994,-112.822
4526136,2017-06-21 18:00,CA,ON,Burlington,43.332,-79.807
4526210,2017-06-21 6:00,CA,ON,Brampton,43.7796,-79.7681
4526284,2017-06-21 1:00,CA,QC,Saint-Nicolas,46.72072,-71.30409
4526337,2017-06-21 18:00,CA,ON,Mississauga,43.5414,-79.6824
4526366,2017-06-21 1:00,CA,QC,Saint-Nicolas,46.72072,-71.30409
4526420,2017-06-21 1:00,CA,AB,Calgary,50.9722,-114.062
4526426,2017-06-21 17:00,CA,QC,Saint-Nicolas,46.72072,-71.30409
4526443,2017-06-21 7:00,CA,AB,Calgary,50.93982,-114.03211
4526505,2017-06-21 3:00,CA,ON,North York,43.787,-79.4169
4526599,2017-06-21 0:00,CA,ON,Ancaster,43.208,-79.9652
4526625,2017-06-21 4:00,CA,ON,Ancaster,43.208,-79.9652
4526695,2017-06-21 13:00,CA,ON,Etobicoke,43.69971,-79.53618
4526697,2017-06-21 0:00,CA,ON,Ancaster,43.208,-79.9652
4526775,2017-06-21 3:00,CA,AB,Rocky Mountain House,52.38629,-114.92294
4526821,2017-06-21 1:00,CA,AB,Calgary,50.9722,-114.062
4526865,2017-06-21 6:00,CA,ON,Mississauga,43.5812,-79.6323
4526950,2017-06-21 5:00,CA,AB,Calgary,50.9093,-114.1028
4527041,2017-06-21 19:00,CA,ON,London,42.993,-81.169
4527101,2017-06-21 1:00,CA,ON,Toronto,43.6466,-79.4493
4527148,2017-06-21 19:00,CA,AB,Airdrie,51.27979,-114.00324
4527192,2017-06-21 5:00,CA,ON,Toronto,43.6682,-79.4209
4527235,2017-06-21 8:00,CA,ON,Waterloo,43.4737,-80.5309
4527246,2017-06-21 15:00,CA,AB,Edmonton,53.60494,-113.41719
4527267,2017-06-21 7:00,CA,AB,Calgary,51.17119,-114.1577
4527342,2017-06-21 15:00,CA,AB,Edmonton,53.60494,-113.41719
4527346,2017-06-21 6:00,CA,ON,Sudbury,46.5213,-80.947
4527396,2017-06-21 15:00,CA,AB,Calgary,51.0494,-113.9564
4527441,2017-06-21 7:00,CA,ON,Burlington,43.375,-79.8434
4527443,2017-06-21 4:00,CA,ON,Brampton,43.71144,-79.76698
4527536,2017-06-21 13:00,CA,AB,Edmonton,53.5105,-113.37
4527537,2017-06-21 13:00,CA,AB,Brooks,50.58495,-111.89101
4527556,2017-06-21 3:00,CA,ON,Mississauga,43.72139,-79.64403
4527583,2017-06-21 2:00,CA,AB,Edmonton,53.4398,-113.53742
4527587,2017-06-21 17:00,CA,AB,Calgary,51.0876,-114.0214
4527628,2017-06-21 13:00,CA,ON,Thunder Bay,48.3738,-89.2779
4527720,2017-06-21 9:00,CA,ON,North York,43.7576,-79.461
4527727,2017-06-21 9:00,CA,AB,Edmonton,53.4564,-113.521
4527798,2017-06-21 13:00,CA,AB,Edmonton,53.4398,-113.53742
4527807,2017-06-21 9:00,CA,ON,North York,43.76164,-79.50135
4527830,2017-06-21 18:00,CA,QC,Saint-Laurent,45.5057,-73.6814
4527882,2017-06-21 15:00,CA,ON,Dundas,43.2649,-79.9555
4527890,2017-06-21 16:00,CA,ON,Toronto,43.6466,-79.4493
4527967,2017-06-21 10:00,CA,ON,Toronto,43.6769,-79.3784
4528009,2017-06-21 2:00,CA,AB,Calgary,51.0823,-113.9578
4528078,2017-06-21 16:00,CA,ON,Burlington,43.34442,-79.79248
4528166,2017-06-21 10:00,CA,AB,Calgary,50.9412,-114.114
4528260,2017-06-21 17:00,CA,BC,Coquitlam,49.2368,-122.8804
4528350,2017-06-21 16:00,CA,QC,Montréal,45.5884,-73.5641
4528413,2017-06-21 17:00,CA,BC,Coquitlam,49.2368,-122.8804
4528470,2017-06-21 4:00,CA,ON,Scarborough,43.7997,-79.3209
4528481,2017-06-21 1:00,CA,ON,Toronto,43.6466,-79.4493
4528557,2017-06-21 3:00,CA,AB,Calgary,50.8965,-114.08
4528651,2017-06-21 12:00,CA,AB,Edmonton,53.4688,-113.508
4528676,2017-06-21 1:00,CA,AB,Calgary,51.133,-113.856
4528678,2017-06-21 12:00,CA,AB,Edmonton,53.54813,-113.59428
4528767,2017-06-21 19:00,CA,ON,Markham,43.8601,-79.3341
4528809,2017-06-21 2:00,CA,AB,Spruce Grove,53.54628,-113.88183
4528850,2017-06-21 4:00,CA,AB,Calgary,51.15648,-114.07926
4528914,2017-06-21 3:00,CA,AB,Calgary,50.8965,-114.08
4528952,2017-06-21 0:00,CA,ON,Brampton,43.7796,-79.7681
4529001,2017-06-21 19:00,CA,ON,Markham,43.8412,-79.3262
4529076,2017-06-21 7:00,CA,AB,Bonnyville,54.26948,-110.72649
4529149,2017-06-21 1:00,CA,ON,Mississauga,43.56864,-79.63094
4529202,2017-06-21 7:00,CA,AB,Edmonton,53.5327,-113.626
4529220,2017-06-21 12:00,CA,AB,Leduc,53.2668,-113.552
4529292,2017-06-21 8:00,CA,AB,Calgary,51.133,-113.856
4529367,2017-06-21 10:00,CA,AB,Edmonton,53.55848,-113.49825
4529461,2017-06-21 19:00,CA,ON,Windsor,42.2545,-82.9809
4529554,2017-06-21 22:00,CA,ON,Concord,43.81264,-79.50514
4529643,2017-06-21 1:00,CA,AB,Calgary,50.8921,-113.97745
4529710,2017-06-21 17:00,CA,QC,Quebec,46.84495,-71.42651
4529735,2017-06-21 21:00,CA,ON,Lindsay,44.357,-78.7405
4529826,2017-06-21 4:00,CA,AB,Edmonton,53.4688,-113.508
4529862,2017-06-21 1:00,CA,AB,Calgary,51.04745,-114.1805
4529945,2017-06-21 12:00,CA,AB,Lethbridge,49.67346,-112.89122
4529963,2017-06-21 17:00,CA,QC,Quebec,46.84495,-71.42651
4530039,2017-06-21 2:00,CA,ON,Markham,43.85883,-79.29809
4530051,2017-06-21 22:00,CA,ON,Oshawa,43.89029,-78.81588
4530079,2017-06-21 2:00,CA,AB,Spruce Grove,53.56082,-113.88283
4530117,2017-06-21 4:00,CA,ON,Markham,43.85883,-79.29809
4530158,2017-06-21 6:00,CA,ON,Brampton,43.7601,-79.73681
4530203,2017-06-21 19:00,CA,ON,North York,43.7224,-79.4454
4530252,2017-06-21 16:00,CA,AB,Beaumont,53.34991,-113.40827
4530326,2017-06-21 19:00,CA,AB,Calgary,51.0656,-114.063
4530366,2017-06-21 20:00,CA,AB,Edmonton,53.58564,-113.39449
4530373,2017-06-21 13:00,CA,BC,Vancouver,49.24157,-123.09776
4530411,2017-06-21 4:00,CA,ON,Thornhill,43.8395,-79.3831
4530503,2017-06-21 16:00,CA,AB,Calgary,50.8837,-114.0326
4530595,2017-06-21 18:00,CA,AB,Calgary,51.07,-114.0297
4530606,2017-06-21 18:00,CA,AB,Fort Mcmurray,56.7377,-111.438
4530674,2017-06-21 10:00,CA,ON,Thornhill,43.8395,-79.3831
4530743,2017-06-21 9:00,CA,AB,Calgary,50.8476,-114.1958
4530820,2017-06-21 0:00,CA,NB,Moncton,46.1183,-64.7338
4530905,2017-06-21 4:00,CA,AB,Calgary,51.0412,-114.0762
4530921,2017-06-21 22:00,CA,ON,Yarmouth,42.7671,-81.1534
4530927,2017-06-21 15:00,CA,AB,Fort Mcmurray,56.7141,-111.38
4530982,2017-06-21 22:00,CA,ON,Yarmouth,42.7671,-81.1534
4531063,2017-06-21 21:00,CA,QC,Victoriaville,46.0672,-71.9596
4531095,2017-06-21 7:00,CA,QC,Victoriaville,46.0672,-71.9596
4531193,2017-06-21 11:00,CA,AB,Calgary,51.04176,-113.99981
4531255,2017-06-21 8:00,CA,ON,North York,43.7677,-79.4126
4531256,2017-06-21 17:00,CA,SK,Saskatoon,52.1225,-106.72488
4531268,2017-06-21 7:00,CA,ON,Concord,43.8031,-79.49185
4531295,2017-06-21 22:00,CA,ON,Cobourg,43.9645,-78.1712
4531337,2017-06-21 14:00,CA,ON,Toronto,43.71171,-79.46788
4531373,2017-06-21 16:00,CA,AB,Calgary,51.1581,-113.938
4531443,2017-06-21 14:00,CA,ON,Toronto,43.71171,-79.46788
4531513,2017-06-21 6:00,CA,ON,Thornhill,43.8395,-79.3831
4531541,2017-06-21 8:00,CA,ON,Dundas,43.2649,-79.9555
4531598,2017-06-21 21:00,CA,ON,Cambridge,43.39914,-80.32011
4531631,2017-06-21 20:00,CA,ON,Burlington,43.303,-79.7988
4531653,2017-06-21 21:00,CA,ON,Ingersoll,43.0467,-80.8717
4531745,2017-06-21 15:00,CA,ON,Markham,43.90594,-79.25172
4531777,2017-06-21 1:00,CA,ON,Chatham,42.3778,-82.1897
4531798,2017-06-21 21:00,CA,AB,St Albert,53.62972,-113.58817
4531843,2017-06-21 9:00,CA,AB,Red Deer,52.2651,-113.794
4531849,2017-06-21 21:00,CA,ON,Granton,43.20317,-81.22517
4531924,2017-06-21 18:00,CA,AB,Calgary,51.0494,-113.9564
4531954,2017-06-21 22:00,CA,AB,Sherwood Park,53.528,-113.2512
4532007,2017-06-21 1:00,CA,AB,Beaumont,53.35872,-113.4055
4532091,2017-06-21 18:00,CA,AB,Duchess,50.73108,-111.91317
4532186,2017-06-21 3:00,CA,AB,Edmonton,53.41541,-113.4178
4532249,2017-06-21 10:00,CA,QC,Drummondville,45.865,-72.5036
4532274,2017-06-21 20:00,CA,BC,Surrey,49.13399,-122.88482
4532333,2017-06-21 20:00,CA,ON,Scarborough,43.682,-79.2801
4532357,2017-06-21 3:00,CA,AB,Edmonton,53.41541,-113.4178
4532402,2017-06-21 18:00,CA,AB,Calgary,50.8476,-114.1958
4532470,2017-06-21 4:00,CA,AB,Calgary,51.0475,-114.068
4532497,2017-06-21 15:00,CA,AB,Calgary,51.0475,-114.068
4532563,2017-06-21 14:00,CA,SK,Coronach,49.1124,-105.52416
4532586,2017-06-21 22:00,CA,ON,Sudbury,46.47964,-81.05822
4532616,2017-06-21 1:00,CA,ON,Toronto,43.6459,-79.3857
4532650,2017-06-21 10:00,CA,QC,Drummondville,45.865,-72.5036
4532732,2017-06-21 10:00,CA,AB,Calgary,50.9093,-114.1028
4532757,2017-06-21 15:00,CA,AB,Calgary,51.0475,-114.068
4532853,2017-06-21 12:00,CA,AB,Calgary,51.0571,-114.077
4532884,2017-06-21 5:00,CA,ON,Latchford,47.3253,-79.81163
4532909,2017-06-21 19:00,CA,AB,Edmonton,53.6313,-113.5245
4532991,2017-06-21 11:00,CA,AB,Calgary,50.95738,-114.22057
4533048,2017-06-21 19:00,CA,AB,Edmonton,53.6313,-113.5245
4533139,2017-06-21 9:00,CA,ON,Sudbury,46.47964,-81.05822
4533144,2017-06-21 14:00,CA,AB,Calgary,50.9722,-114.062
4533227,2017-06-21 2:00,CA,AB,Edmonton,53.54813,-113.59428
4533231,2017-06-21 18:00,CA,ON,Mississauga,43.5769,-79.6283
4533268,2017-06-21 16:00,CA,ON,Thornhill,43.8395,-79.3831
4533334,2017-06-21 7:00,CA,ON,Toronto,43.6682,-79.4209
4533374,2017-06-21 10:00,CA,ON,North York,43.73486,-79.45085
4533450,2017-06-21 7:00,CA,ON,Mississauga,43.5769,-79.6283
4533548,2017-06-21 18:00,CA,ON,North York,43.7613,-79.4885
4533630,2017-06-21 21:00,CA,AB,Edmonton,53.55848,-113.49825
4533689,2017-06-21 7:00,CA,ON,Toronto,43.6682,-79.4209
4533776,2017-06-21 18:00,CA,ON,Toronto,43.64544,-79.39649
4533843,2017-06-21 20:00,CA,AB,Sherwood Park,53.5263,-113.287
4533920,2017-06-21 22:00,CA,AB,Sherwood Park,53.5263,-113.287
4533995,2017-06-21 22:00,CA,SK,Prince Albert,53.23738,-105.45485
4534008,2017-06-21 7:00,CA,AB,Sherwood Park,53.51803,-113.29858
4534106,2017-06-21 7:00,CA,SK,Saskatoon,52.1225,-106.72488
4534173,2017-06-21 2:00,CA,ON,Thornhill,43.8395,-79.3831
4534272,2017-06-21 16:00,CA,ON,Mississauga,43.6046,-79.6729
4534273,2017-06-21 13:00,CA,QC,Montréal-Nord,45.6168,-73.61798
4534285,2017-06-21 22:00,CA,ON,Perth,44.9049,-76.2594
4534309,2017-06-21 1:00,CA,ON,Toronto,43.7068,-79.3991
4534383,2017-06-21 0:00,CA,AB,Fort Mcmurray,56.74308,-111.47651
4534410,2017-06-21 16:00,CA,QC,Pierrefonds,45.4556,-73.9201
4534440,2017-06-21 1:00,CA,AB,Calgary,51.03874,-113.9856
4534503,2017-06-21 8:00,CA,ON,North York,43.787,-79.4169
4534509,2017-06-21 3:00,CA,AB,Calgary,51.0876,-114.0214
4534602,2017-06-21 22:00,CA,AB,Red Deer,52.2529,-113.807
4534619,2017-06-21 8:00,CA,ON,North York,43.787,-79.4169
4534641,2017-06-21 15:00,CA,AB,Edmonton,53.4593,-113.4145
4534704,2017-06-21 11:00,CA,AB,Spruce Grove,53.5562,-113.93564
4534788,2017-06-21 3:00,CA,AB,Derwent,53.73779,-110.72429
4534835,2017-06-21 20:00,CA,AB,Calgary,51.0823,-113.9578
4534884,2017-06-21 1:00,CA,AB,Fort Mcmurray,56.7377,-111.438
4534904,2017-06-21 20:00,CA,ON,Toronto,43.6682,-79.4209
4534942,2017-06-21 22:00,CA,SK,Saskatoon,52.1225,-106.72488
4534995,2017-06-21 19:00,CA,ON,Gananoque,44.34061,-76.19576
4535091,2017-06-21 11:00,CA,AB,Calgary,51.049,-113.9622
4535130,2017-06-21 1:00,CA,AB,Fort Mcmurray,56.7377,-111.438
4535155,2017-06-21 2:00,CA,NB,Fredericton,45.9346,-66.6323
4535192,2017-06-21 5:00,CA,ON,Burlington,43.41318,-79.81299
4535228,2017-06-21 20:00,CA,ON,Toronto,43.6666,-79.3823
4535323,2017-06-21 7:00,CA,ON,Toronto,43.6682,-79.4209
